CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Location 1,Total Incidents
11/09/2015,08:00:00,6D,100 N POTOMAC ST,LARCENY FROM AUTO,,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.293980000000, -76.574860000000)",1
11/09/2015,08:00:00,7A,1800 DOVER ST,AUTO THEFT,,934,SOUTHERN,Carrollton Ridge,"(39.284790000000, -76.645130000000)",1
11/09/2015,07:30:00,5A,900 ARGYLE AVE,BURGLARY,,121,CENTRAL,Heritage Crossing,"(39.296580000000, -76.627900000000)",1
11/09/2015,07:30:00,6D,500 N CAROLINE ST,LARCENY FROM AUTO,,321,EASTERN,Dunbar-Broadway,"(39.296280000000, -76.597500000000)",1
11/09/2015,07:00:00,5A,400 DENISON ST,BURGLARY,,843,SOUTHWESTERN,Lower Edmondson Village,"(39.292150000000, -76.674510000000)",1
11/09/2015,07:00:00,6G,1700 E FAIRMOUNT AV,LARCENY,,212,SOUTHEASTERN,Washington Hill,"(39.292710000000, -76.592370000000)",1
11/09/2015,07:00:00,6G,1700 E FAIRMOUNT AV,LARCENY,,212,SOUTHEASTERN,Washington Hill,"(39.292710000000, -76.592370000000)",1
11/09/2015,07:00:00,6G,1700 E FAIRMOUNT AV,LARCENY,,212,SOUTHEASTERN,Washington Hill,"(39.292710000000, -76.592370000000)",1
11/09/2015,07:00:00,7A,3500 HORTON AVE,AUTO THEFT,,913,SOUTHERN,Brooklyn,"(39.239480000000, -76.605250000000)",1
11/09/2015,04:08:00,4E,1700 E FAYETTE ST,COMMON ASSAULT,,212,SOUTHEASTERN,Dunbar-Broadway,"(39.293980000000, -76.593810000000)",1
11/09/2015,02:00:00,4E,1800 ORLEANS ST,COMMON ASSAULT,,321,EASTERN,Dunbar-Broadway,"(39.295290000000, -76.591290000000)",1
11/09/2015,01:31:00,6J,300 MARYDELL RD,LARCENY,,833,SOUTHWESTERN,Irvington,"(39.281350000000, -76.689550000000)",1
11/09/2015,01:00:00,6D,1600 ELRINO ST,LARCENY FROM AUTO,,243,SOUTHEASTERN,Broening Manor,"(39.274440000000, -76.541520000000)",1
11/09/2015,0010,9S,1200 ASHBURTON ST,SHOOTING,FIREARM,814,SOUTHWESTERN,Winchester,"(39.301710000000, -76.661760000000)",1
11/09/2015,00:16:00,4A,1200 ASHBURTON ST,AGG. ASSAULT,FIREARM,814,SOUTHWESTERN,Winchester,"(39.301710000000, -76.661760000000)",1
11/09/2015,00:00:00,4E,1500 RUSSELL ST,COMMON ASSAULT,,941,SOUTHERN,Carroll - Camden Industri,"(39.274080000000, -76.627690000000)",1
11/10/2015,23:45:00,6C,0 S PACA ST,LARCENY,,121,CENTRAL,University Of Maryland,"(39.288330000000, -76.622250000000)",1
11/10/2015,23:30:00,4E,100 S ARLINGTON AVE,COMMON ASSAULT,,931,SOUTHERN,Hollins Market,"(39.286230000000, -76.635180000000)",1
11/10/2015,22:40:00,3AF,500 E PRATT ST,ROBBERY - STREET,FIREARM,112,CENTRAL,Inner Harbor,"(39.286680000000, -76.608430000000)",1
11/10/2015,22:30:00,4E,500 N MONROE ST,COMMON ASSAULT,,722,WESTERN,Midtown-Edmondson,"(39.294130000000, -76.647300000000)",1
11/10/2015,22:00:00,6G,100 S CAREY ST,LARCENY,,933,SOUTHERN,Union Square,"(39.286280000000, -76.638040000000)",1
11/10/2015,21:57:00,6C,800 N WOLFE ST,LARCENY,,321,EASTERN,Middle East,"(39.300270000000, -76.590970000000)",1
11/10/2015,21:40:00,3AK,200 W MONUMENT ST,ROBBERY - STREET,KNIFE,142,CENTRAL,Mount Vernon,"(39.297450000000, -76.618500000000)",1
11/10/2015,21:40:00,3AK,200 W MONUMENT ST,ROBBERY - STREET,KNIFE,142,CENTRAL,Mount Vernon,"(39.297450000000, -76.618500000000)",1
11/10/2015,21:30:00,3AF,500 S KANE ST,ROBBERY - STREET,FIREARM,242,SOUTHEASTERN,Pulaski Industrial Area,"(39.287670000000, -76.537130000000)",1
11/10/2015,21:30:00,6D,3000 JEFFERSON ST,LARCENY FROM AUTO,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.297050000000, -76.574980000000)",1
11/10/2015,21:15:00,7A,200 E REDWOOD ST,AUTO THEFT,,111,CENTRAL,Downtown,"(39.288890000000, -76.611840000000)",1
11/10/2015,20:10:00,3CF,2600 E CHASE ST,ROBBERY - COMMERCIAL,FIREARM,323,EASTERN,Biddle Street,"(39.303780000000, -76.580980000000)",1
11/10/2015,20:00:00,3B,500 BRUNSWICK ST,ROBBERY - STREET,,841,SOUTHWESTERN,Millhill,"(39.278400000000, -76.658840000000)",1
11/10/2015,20:00:00,6D,1300 N ELLAMONT ST,LARCENY FROM AUTO,,813,SOUTHWESTERN,Rosemont,"(39.302110000000, -76.670280000000)",1
11/10/2015,19:49:00,6C,4000 EASTERN AVE,LARCENY,,231,SOUTHEASTERN,Highlandtown,"(39.286810000000, -76.563080000000)",1
11/10/2015,19:30:00,4A,4200 PENNINGTON AVE,AGG. ASSAULT,FIREARM,911,SOUTHERN,Curtis Bay,"(39.227350000000, -76.588690000000)",1
11/10/2015,18:30:00,5A,2300 ESSEX ST,BURGLARY,,232,SOUTHEASTERN,Canton,"(39.283860000000, -76.583880000000)",1
11/10/2015,18:15:00,4E,PATAPSCO AV & 6TH ST,COMMON ASSAULT,,913,SOUTHERN,Brooklyn,"(39.236310000000, -76.602320000000)",1
11/10/2015,18:00:00,3AF,6400 ODONNELL ST,ROBBERY - STREET,FIREARM,243,SOUTHEASTERN,Graceland Park,"(39.281670000000, -76.538120000000)",1
11/10/2015,18:00:00,6D,5800 CARDIFF AVE,LARCENY FROM AUTO,,233,SOUTHEASTERN,Medford,"(39.276470000000, -76.544550000000)",1
11/10/2015,17:45:00,6D,300 S POPPLETON ST,LARCENY FROM AUTO,,932,SOUTHERN,Washington Village/Pigtow,"(39.284680000000, -76.631930000000)",1
